,0
2998,2
2999,5
3000,0
3001,3
3002,3
3003,1
3004,3
3005,1
3006,5
3007,5
3008,2
3009,3
3010,1
3011,2
3012,0
3013,4
3014,0
3015,3
3016,5
3017,6
3018,2
3019,4
3020,6
3021,0
3022,0
3023,5
3024,2
3025,1
3026,4
3027,1
3028,0
3029,3
3030,0
3031,6
3032,5
3033,2
3034,2
3035,3
3036,1
3037,5
3038,5
3039,3
3040,3
3041,6
3042,2
3043,4
3044,3
3045,5
3046,2
3047,2
3048,3
3049,4
3050,4
3051,2
3052,5
3053,2
3054,1
3055,2
3056,4
3057,4
3058,6
3059,1
3060,4
3061,5
3062,6
3063,1
3064,0
3065,3
3066,0
3067,5
3068,4
3069,1
3070,0
3071,1
3072,3
3073,5
3074,6
3075,6
3076,6
3077,0
3078,3
3079,2
3080,1
3081,0
3082,0
3083,6
3084,5
3085,5
3086,0
3087,5
3088,4
3089,5
3090,4
3091,6
3092,5
3093,0
3094,0
3095,5
3096,5
3097,6
3098,6
3099,5
3100,6
3101,4
3102,1
3103,1
3104,3
3105,0
3106,4
3107,6
3108,6
3109,0
3110,3
3111,1
3112,0
3113,5
3114,5
3115,3
3116,4
3117,0
3118,0
3119,3
3120,3
3121,5
3122,5
3123,3
3124,6
3125,2
3126,4
3127,3
3128,5
3129,0
3130,6
3131,0
3132,0
3133,3
3134,2
3135,6
3136,3
3137,5
3138,3
3139,3
3140,3
3141,0
3142,0
3143,2
3144,4
3145,4
3146,6
3147,3
3148,1
3149,4
3150,3
3151,5
3152,5
3153,5
3154,3
3155,5
3156,4
3157,4
3158,3
3159,6
3160,4
3161,4
3162,6
3163,4
3164,1
3165,1
3166,1
3167,0
3168,6
3169,3
3170,5
3171,0
3172,3
3173,5
3174,0
3175,5
3176,3
3177,3
3178,4
3179,2
3180,3
3181,0
3182,0
3183,5
3184,2
3185,4
3186,0
3187,5
3188,3
3189,4
3190,2
3191,4
3192,3
3193,3
3194,3
3195,1
3196,6
3197,0
3198,3
3199,3
3200,5
3201,4
3202,5
3203,0
3204,5
3205,2
3206,6
3207,5
3208,4
3209,5
3210,2
3211,0
3212,6
3213,4
3214,6
3215,6
3216,6
3217,2
3218,0
3219,2
3220,5
3221,4
3222,2
3223,3
3224,0
3225,2
3226,2
3227,0
3228,2
3229,4
3230,3
3231,4
3232,4
3233,6
3234,4
3235,6
3236,0
3237,6
3238,6
3239,1
3240,6
3241,6
3242,6
3243,4
3244,2
3245,1
3246,0
3247,4
3248,0
3249,5
3250,2
3251,0
3252,4
3253,3
3254,4
3255,0
3256,4
3257,4
3258,4
3259,2
3260,4
3261,1
3262,0
3263,4
3264,4
3265,5
3266,0
3267,3
3268,0
3269,3
3270,1
3271,4
3272,6
3273,5
3274,3
3275,2
3276,0
3277,5
3278,2
3279,3
3280,3
3281,2
3282,1
3283,4
3284,0
3285,3
3286,2
3287,5
3288,0
3289,4
3290,0
3291,3
3292,2
3293,3
3294,0
3295,3
3296,3
3297,3
3298,3
3299,0
3300,2
3301,6
3302,3
3303,2
3304,4
3305,1
3306,0
3307,4
3308,5
3309,4
3310,1
3311,0
3312,0
3313,3
3314,3
3315,6
3316,1
3317,0
3318,6
3319,3
3320,2
3321,6
3322,4
3323,3
3324,4
3325,4
3326,6
3327,6
3328,6
3329,6
3330,0
3331,4
3332,5
3333,6
3334,5
3335,6
3336,6
3337,5
3338,6
3339,5
3340,1
3341,3
3342,3
3343,0
3344,3
3345,2
3346,6
3347,4
3348,3
3349,4
3350,0
3351,4
3352,4
3353,4
3354,0
3355,3
3356,6
3357,5
3358,5
3359,6
3360,5
3361,5
3362,5
3363,5
3364,0
3365,3
3366,4
3367,4
3368,4
3369,1
3370,5
3371,3
3372,6
3373,6
3374,0
3375,0
3376,6
3377,5
3378,5
3379,0
3380,1
3381,3
3382,1
3383,3
3384,1
3385,6
3386,6
3387,6
3388,6
3389,3
3390,4
3391,5
3392,3
3393,4
3394,3
3395,4
3396,3
3397,0
3398,0
3399,5
3400,2
3401,6
3402,1
3403,0
3404,3
3405,5
3406,6
3407,3
3408,3
3409,3
3410,3
3411,4
3412,2
3413,4
3414,3
3415,4
3416,4
3417,3
3418,6
3419,4
3420,2
3421,0
3422,0
3423,1
3424,0
3425,3
3426,0
3427,4
3428,0
3429,3
3430,2
3431,4
3432,6
3433,6
3434,6
3435,0
3436,3
3437,4
3438,6
3439,3
3440,6
3441,5
3442,0
3443,5
3444,5
3445,5
3446,6
3447,1
3448,4
3449,6
3450,4
3451,5
3452,3
3453,4
3454,0
3455,4
3456,6
3457,6
3458,5
3459,3
3460,6
3461,6
3462,0
3463,4
3464,5
3465,3
3466,4
3467,3
3468,5
3469,2
3470,4
3471,4
3472,5
3473,1
3474,3
3475,0
3476,2
3477,0
3478,4
3479,4
3480,6
3481,4
3482,0
3483,4
3484,3
3485,6
3486,5
3487,6
3488,4
3489,6
3490,2
3491,1
3492,5
3493,5
3494,5
3495,3
3496,3
3497,5
3498,1
3499,6
3500,6
3501,3
3502,6
3503,1
3504,3
3505,5
3506,6
3507,5
3508,5
3509,0
3510,4
3511,6
3512,5
3513,0
3514,0
3515,5
3516,5
3517,4
3518,5
3519,1
3520,1
3521,3
3522,6
3523,6
3524,0
3525,3
3526,6
3527,6
3528,0
3529,5
3530,1
3531,5
3532,0
3533,2
3534,6
3535,6
3536,3
3537,2
3538,0
3539,4
3540,6
3541,0
3542,4
3543,3
3544,6
3545,0
3546,5
3547,5
3548,0
3549,5
3550,6
3551,4
3552,5
3553,4
3554,0
3555,3
3556,6
3557,3
3558,4
3559,6
3560,4
3561,5
3562,4
3563,6
3564,6
3565,6
3566,0
3567,3
3568,1
3569,5
3570,2
3571,2
3572,2
3573,4
3574,6
3575,3
3576,2
3577,3
3578,0
3579,6
3580,5
3581,2
3582,3
3583,5
3584,4
3585,3
3586,3
3587,5
3588,1
3589,5
3590,6
3591,3
3592,2
3593,3
3594,6
3595,3
3596,4
3597,5
3598,0
3599,1
3600,2
3601,2
3602,5
3603,3
3604,5
3605,4
3606,5
3607,5
3608,5
3609,0
3610,3
3611,5
3612,4
3613,1
3614,3
3615,0
3616,5
3617,4
3618,6
3619,3
3620,1
3621,0
3622,6
3623,6
3624,2
3625,0
3626,2
3627,5
3628,0
3629,4
3630,3
3631,2
3632,6
3633,4
3634,5
3635,0
3636,3
3637,5
3638,2
3639,3
3640,0
3641,1
3642,3
3643,6
3644,0
3645,3
3646,4
3647,3
3648,0
3649,3
3650,2
3651,2
3652,6
3653,1
3654,0
3655,0
3656,5
3657,3
3658,6
3659,3
3660,4
3661,3
3662,0
3663,4
3664,3
3665,6
3666,0
3667,3
3668,3
3669,6
3670,1
3671,0
3672,6
3673,0
3674,3
3675,5
3676,3
3677,2
3678,3
3679,0
3680,1
3681,1
3682,1
3683,3
3684,5
3685,4
3686,6
3687,3
3688,5
3689,6
3690,3
3691,3
3692,3
3693,5
3694,3
3695,6
3696,3
3697,0
3698,3
3699,3
3700,4
3701,3
3702,3
3703,6
3704,1
3705,5
3706,5
3707,5
3708,3
3709,4
3710,1
3711,2
3712,6
3713,6
3714,2
3715,5
3716,5
3717,4
3718,3
3719,4
3720,5
3721,2
3722,3
3723,4
3724,4
3725,5
3726,5
3727,6
3728,1
3729,2
3730,3
3731,6
3732,3
3733,2
3734,3
3735,5
3736,5
3737,5
3738,0
3739,0
3740,5
3741,2
3742,4
3743,5
3744,0
3745,2
3746,3
3747,0
3748,3
3749,4
3750,0
3751,4
3752,2
3753,5
3754,3
3755,5
3756,2
3757,3
3758,3
3759,5
3760,0
3761,5
3762,4
3763,4
3764,6
3765,2
3766,0
3767,3
3768,1
3769,4
3770,0
3771,2
3772,3
3773,0
3774,5
3775,5
3776,5
3777,6
3778,2
3779,6
3780,2
3781,2
3782,3
3783,5
3784,3
3785,3
3786,3
3787,1
3788,1
3789,4
3790,3
3791,2
3792,2
3793,4
3794,1
3795,0
3796,5
3797,5
3798,4
3799,6
3800,1
3801,4
3802,2
3803,4
3804,0
3805,3
3806,1
3807,0
3808,4
3809,2
3810,4
3811,2
3812,5
3813,5
3814,6
3815,3
3816,6
3817,4
3818,3
3819,1
3820,5
3821,1
3822,5
3823,0
3824,0
3825,4
3826,3
3827,6
3828,0
3829,5
3830,3
3831,3
3832,2
3833,4
3834,2
3835,1
3836,3
3837,6
3838,4
3839,2
3840,3
3841,3
3842,5
3843,0
3844,3
3845,3
3846,5
3847,6
3848,6
3849,2
3850,3
3851,4
3852,6
3853,3
3854,5
3855,5
3856,6
3857,3
3858,6
3859,1
3860,4
3861,6
3862,5
3863,0
3864,6
3865,3
3866,4
3867,6
3868,4
3869,2
3870,5
3871,0
3872,0
3873,4
3874,5
3875,3
3876,3
3877,5
3878,3
3879,5
3880,5
3881,6
3882,1
3883,6
3884,3
3885,4
3886,5
3887,2
3888,5
3889,0
3890,4
3891,6
3892,4
3893,6
3894,5
3895,5
3896,0
3897,4
3898,1
3899,6
3900,0
3901,6
3902,5
3903,6
3904,6
3905,3
3906,5
3907,5
3908,5
3909,2
3910,1
3911,0
3912,6
3913,5
3914,5
3915,5
3916,4
3917,0
3918,3
3919,6
3920,3
3921,5
3922,1
3923,3
3924,5
3925,5
3926,0
3927,5
3928,0
3929,6
3930,3
3931,4
3932,1
3933,1
3934,0
3935,2
3936,5
3937,6
3938,0
3939,5
3940,3
3941,4
3942,3
3943,4
3944,0
3945,3
3946,0
3947,6
3948,6
3949,6
3950,4
3951,0
3952,5
3953,6
3954,3
3955,1
3956,5
3957,3
3958,6
3959,3
3960,5
3961,6
3962,3
3963,0
3964,6
3965,3
3966,5
3967,5
3968,2
3969,6
3970,2
3971,5
3972,3
3973,5
3974,6
3975,1
3976,4
3977,0
3978,5
3979,5
3980,3
3981,6
3982,2
3983,1
3984,3
3985,0
3986,1
3987,3
3988,3
3989,0
3990,5
3991,6
3992,4
3993,3
3994,3
3995,5
3996,1
3997,0
3998,6
3999,0
4000,3
4001,2
4002,0
4003,5
4004,5
4005,0
4006,4
4007,5
4008,6
4009,6
4010,3
4011,3
4012,5
4013,0
4014,3
4015,4
4016,0
4017,0
4018,6
4019,5
4020,5
4021,2
4022,1
4023,3
4024,3
4025,1
4026,3
4027,0
4028,4
4029,6
4030,4
4031,3
4032,6
4033,6
4034,3
4035,5
4036,6
4037,6
4038,1
4039,1
4040,3
4041,3
4042,5
4043,3
4044,5
4045,6
4046,0
4047,4
4048,3
4049,6
4050,0
4051,2
4052,4
4053,0
4054,3
4055,6
4056,1
4057,5
4058,2
4059,2
4060,5
4061,3
4062,5
4063,0
4064,5
4065,4
4066,5
4067,6
4068,4
4069,5
4070,3
4071,6
4072,3
4073,6
4074,2
4075,3
4076,0
4077,3
4078,1
4079,3
4080,4
4081,3
4082,4
4083,3
4084,5
4085,5
4086,5
4087,3
4088,3
4089,4
4090,0
4091,4
4092,5
4093,6
4094,3
4095,5
4096,3
4097,5
4098,3
4099,4
4100,3
4101,4
4102,0
4103,0
4104,0
4105,3
4106,5
4107,6
4108,3
4109,1
4110,6
4111,5
4112,5
4113,2
4114,3
4115,4
4116,1
4117,3
4118,0
4119,5
4120,5
4121,3
4122,0
4123,6
4124,3
4125,4
4126,3
4127,3
4128,2
4129,2
4130,3
4131,4
4132,5
4133,3
4134,0
4135,3
4136,0
4137,2
4138,3
4139,3
4140,5
4141,3
4142,3
4143,5
4144,6
4145,4
4146,1
4147,2
4148,6
4149,4
4150,6
4151,3
4152,3
4153,0
4154,3
4155,4
4156,6
4157,2
4158,5
4159,0
4160,6
4161,0
4162,4
4163,5
4164,6
4165,2
4166,5
4167,4
4168,5
4169,0
4170,3
4171,3
4172,6
4173,6
4174,5
4175,4
4176,0
4177,6
4178,0
4179,1
4180,0
4181,5
4182,3
4183,4
4184,3
4185,5
4186,1
4187,0
4188,3
4189,4
4190,3
4191,6
4192,3
4193,5
4194,1
4195,2
4196,3
4197,4
4198,3
4199,2
4200,3
4201,6
4202,5
4203,3
4204,0
4205,4
4206,0
4207,2
4208,3
4209,4
4210,0
4211,2
4212,0
4213,3
4214,3
4215,6
4216,3
4217,4
4218,4
4219,2
4220,5
